"movie_title","director_name","duration","actor_1_name","actor_2_name","actor_3_name","language","gross","budget","movie_facebook_likes","country","imdb_score","plot_keywords","genres_1","genres_2","genres_3","profit","returnOnInvesement"
"Alexander ","Oliver Stone",206,"Anthony Hopkins","Angelina Jolie Pitt","Brian Blessed","English",34293771,1.55e+08,0,"Germany",5.5,"ancient greece|conquest|greek|greek myth|king","Action","Adventure","Biography",-120706229,-77.8749864516129
"Harry Potter and the Order of the Phoenix ","David Yates",138,"Robert Pattinson","Daniel Radcliffe","Fiona Shaw","English",292000866,1.5e+08,0,"UK",7.5,"battle|magic|school|teacher|wizard","Adventure","Family","Fantasy",142000866,94.667244
"Harry Potter and the Goblet of Fire ","Mike Newell",157,"Robert Pattinson","Daniel Radcliffe","Rupert Grint","English",289994397,1.5e+08,0,"UK",7.6,"fire|goblet|magic|tournament|wizard","Adventure","Family","Fantasy",139994397,93.329598
"Hancock ","Peter Berg",102,"Will Smith","Charlize Theron","Eddie Marsan","English",227946274,1.5e+08,0,"USA",6.4,"bully comeuppance|destruction|prison|superhero|tough girl","Action","Drama",NA,77946274,51.9641826666667
"I Am Legend ","Francis Lawrence",104,"Will Smith","Alice Braga","Willow Smith","English",256386216,1.5e+08,11000,"USA",7.2,"new york city|pandemic|post apocalypse|survivalist|virus","Drama","Horror","Sci-Fi",106386216,70.924144
"Charlie and the Chocolate Factory ","Tim Burton",115,"Johnny Depp","Christopher Lee","David Kelly","English",206456431,1.5e+08,0,"USA",6.7,"chocolate|diminution|miniaturization|physical flexability|ticket","Adventure","Comedy","Family",56456431,37.6376206666667
"Ratatouille ","Brad Bird",111,"Janeane Garofalo","John Ratzenberger","Brian Dennehy","English",206435493,1.5e+08,10000,"USA",8,"chef|food|french|rat|restaurant","Animation","Comedy","Family",56435493,37.623662
"Batman Begins ","Christopher Nolan",128,"Christian Bale","Liam Neeson","Morgan Freeman","English",205343774,1.5e+08,15000,"USA",8.3,"armored car|gangster|gotham|mixed martial arts|social decay","Action","Adventure",NA,55343774,36.8958493333333
"Madagascar: Escape 2 Africa ","Eric Darnell",89,"Bernie Mac","Jada Pinkett Smith","Cedric the Entertainer","English",179982968,1.5e+08,0,"USA",6.7,"africa|madagascar|new york city|sequel|zoo","Action","Adventure","Animation",29982968,19.9886453333333
"Night at the Museum: Battle of the Smithsonian ","Shawn Levy",105,"Robin Williams","Rami Malek","Steve Coogan","English",177243721,1.5e+08,2000,"USA",5.9,"hdtv|motorcycle|museum|security guard|tyrannosaurus rex","Adventure","Comedy","Family",27243721,18.1624806666667
"X-Men Origins: Wolverine ","Gavin Hood",119,"Hugh Jackman","Ryan Reynolds","Dominic Monaghan","English",179883016,1.5e+08,0,"USA",6.7,"army|civil war|claw fight|commando|wolverine the character","Action","Adventure","Fantasy",29883016,19.9220106666667
"The Matrix Revolutions ","Lana Wachowski",129,"Essie Davis","Collin Chou","Nona Gaye","English",139259759,1.5e+08,0,"Australia",6.7,"battle|epic|fight|future|machine","Action","Sci-Fi",NA,-10740241,-7.16016066666667
"Frozen ","Chris Buck",102,"Josh Gad","Maurice LaMarche","Livvy Stubenrauch","English",400736600,1.5e+08,58000,"USA",7.6,"magic|sister love|sister sister relationship|snow|snowman","Adventure","Animation","Comedy",250736600,167.157733333333
"The Matrix Reloaded ","Lana Wachowski",138,"Steve Bastoni","Daniel Bernhardt","Helmut Bakaitis","English",281492479,1.5e+08,0,"USA",7.2,"car motorcycle chase|one against many|oracle|prophecy|stylized violence","Action","Sci-Fi",NA,131492479,87.6616526666667
"Thor: The Dark World ","Alan Taylor",112,"Chris Hemsworth","Natalie Portman","Anthony Hopkins","English",206360018,1.7e+08,63000,"USA",7.1,"arrest|portal|thor|warrior|weapon","Action","Adventure","Fantasy",36360018,21.3882458823529
"Mad Max: Fury Road ","George Miller",120,"Tom Hardy","Charlize Theron","Zoë Kravitz","English",153629485,1.5e+08,191000,"Australia",8.1,"australia|desert|escape|on the run|post apocalypse","Action","Adventure","Sci-Fi",3629485,2.41965666666667
"Angels & Demons ","Ron Howard",146,"Tom Hanks","Ayelet Zurer","Armin Mueller-Stahl","English",133375846,1.5e+08,0,"USA",6.7,"conclave|illuminati|murder|reference to bernini|reference to raphael","Mystery","Thriller",NA,-16624154,-11.0827693333333
"Thor ","Kenneth Branagh",115,"Chris Hemsworth","Natalie Portman","Anthony Hopkins","English",181015141,1.5e+08,63000,"USA",7,"battle|marvel cinematic universe|scientist|thor|throne","Action","Adventure","Fantasy",31015141,20.6767606666667
"Bolt ","Byron Howard",96,"Chloë Grace Moretz","Diedrich Bader","James Lipton","English",114053579,1.5e+08,0,"USA",6.9,"cat|dog|hamster|new york city|superpower","Adventure","Animation","Comedy",-35946421,-23.9642806666667
"G-Force ","Hoyt Yeatman",88,"Kelli Garner","Piper Mackenzie Harris","Niecy Nash","English",119420252,1.5e+08,0,"USA",5.1,"fbi director|guinea pig|household appliance|secret agent|talking mouse","Action","Adventure","Animation",-30579748,-20.3864986666667
"Wrath of the Titans ","Jonathan Liebesman",99,"Liam Neeson","Edgar Ramírez","Lily James","English",83640426,1.5e+08,19000,"USA",5.8,"ares|hades|titan|underworld|zeus","Action","Adventure","Fantasy",-66359574,-44.239716
"Dark Shadows ","Tim Burton",113,"Johnny Depp","Chloë Grace Moretz","Christopher Lee","English",79711678,1e+08,82000,"USA",6.2,"camera shot of feet|cartoon on tv|female stockinged feet|female stockinged soles|foot closeup","Comedy","Fantasy","Horror",-20288322,-20.288322
"Mission: Impossible - Rogue Nation ","Christopher McQuarrie",131,"Tom Cruise","Jeremy Renner","Sean Harris","English",195000874,1.5e+08,47000,"China",7.4,"capture|computer hacker|mission|rogue agent|spy","Action","Adventure","Thriller",45000874,30.0005826666667
"The Wolfman ","Joe Johnston",119,"Anthony Hopkins","Simon Merrells","Art Malik","English",61937495,1.5e+08,0,"USA",5.8,"asylum|death|full moon|transformation|werewolf","Drama","Fantasy","Horror",-88062505,-58.7083366666667
"The Legend of Tarzan ","David Yates",110,"Christoph Waltz","Alexander Skarsgård","Casper Crump","English",124051759,1.8e+08,29000,"USA",6.6,"africa|capture|jungle|male objectification|tarzan","Action","Adventure","Drama",-55948241,-31.0823561111111
"Bee Movie ","Steve Hickner",91,"Matthew Broderick","Oprah Winfrey","Rip Torn","English",126597121,1.5e+08,0,"USA",6.2,"bee|dream sequence|egg|scatological humor|squashed bug","Adventure","Animation","Comedy",-23402879,-15.6019193333333
"Kung Fu Panda 2 ","Jennifer Yuh Nelson",90,"Angelina Jolie Pitt","Gary Oldman","Mike Bell","English",165230261,1.5e+08,20000,"USA",7.3,"china|kung fu|panda|peacock|tigress","Action","Adventure","Animation",15230261,10.1535073333333
"The Last Airbender ","M. Night Shyamalan",103,"Seychelle Gabriel","Noah Ringer","Aasif Mandvi","English",131564731,1.5e+08,18000,"USA",4.2,"avatar|fire|kingdom|tribe|water","Action","Adventure","Family",-18435269,-12.2901793333333
"Mission: Impossible III ","J.J. Abrams",124,"Philip Seymour Hoffman","Tom Cruise","Eddie Marsan","English",133382309,1.5e+08,0,"USA",6.9,"arms dealer|fictional government agency|mission|rescue|vatican","Action","Adventure","Thriller",-16617691,-11.0784606666667
"White House Down ","Roland Emmerich",131,"Channing Tatum","Jake Weber","Matt Craven","English",73103784,1.5e+08,33000,"USA",6.4,"black u.s. president|president|secret service|tour|white house","Action","Drama","Thriller",-76896216,-51.264144
"Mars Needs Moms ","Simon Wells",88,"Elisabeth Harnois","Dan Fogler","Tom Everett Scott","English",21379315,1.5e+08,0,"USA",5.4,"boy|martian|rescue|robot|sexism","Action","Adventure","Animation",-128620685,-85.7471233333333
"Flushed Away ","David Bowers",85,"Hugh Jackman","Kate Winslet","David Suchet","English",64459316,1.49e+08,0,"UK",6.7,"boat|frog|rat|sewer|toad","Adventure","Animation","Comedy",-84540684,-56.7387140939597
"Pan ","Joe Wright",111,"Hugh Jackman","Cara Delevingne","Nonso Anozie","English",34964818,1.5e+08,24000,"USA",5.8,"1940s|child hero|fantasy world|orphan|reference to peter pan","Adventure","Family","Fantasy",-115035182,-76.6901213333333
"Mr. Peabody & Sherman ","Rob Minkoff",92,"Ty Burrell","Zach Callison","Karan Brar","English",111505642,1.45e+08,11000,"USA",6.9,"dog|father son relationship|inventor|talking dog|time travel","Adventure","Animation","Comedy",-33494358,-23.0995572413793
"Troy ","Wolfgang Petersen",196,"Brad Pitt","Orlando Bloom","Julian Glover","English",133228348,1.75e+08,0,"USA",7.2,"greek|mythology|prince|trojan|troy","Adventure",NA,NA,-41771652,-23.8695154285714
"Madagascar 3: Europe's Most Wanted ","Eric Darnell",93,"Jada Pinkett Smith","Martin Short","Cedric the Entertainer","English",216366733,1.45e+08,17000,"USA",6.9,"animal|circus|island name in title|lemur|penguin","Adventure","Animation","Comedy",71366733,49.2184365517241
"Die Another Day ","Lee Tamahori",133,"Toby Stephens","Colin Salmon","Rick Yune","English",160201106,1.42e+08,0,"UK",6.1,"catfight|clinic|colonel|diamond|patricide","Action","Adventure","Thriller",18201106,12.8176802816901
"Ghostbusters ","Paul Feig",116,"Ed Begley Jr.","Kate McKinnon","Zach Woods","English",118099659,1.44e+08,62000,"USA",5.5,"ghost|ghostbuster|ghostbusters|male objectification|reboot","Action","Comedy","Fantasy",-25900341,-17.9863479166667
"Armageddon ","Michael Bay",153,"Bruce Willis","Steve Buscemi","Will Patton","English",201573391,1.4e+08,11000,"USA",6.6,"asteroid|astronaut|bomb|meteorite|outer space","Action","Adventure","Sci-Fi",61573391,43.9809935714286
"Men in Black II ","Barry Sonnenfeld",88,"Will Smith","Rosario Dawson","Rip Torn","English",190418803,1.4e+08,2000,"USA",6.1,"alien|lingerie|lingerie model|m.i.b.|pug","Action","Adventure","Comedy",50418803,36.0134307142857
"Beowulf ","Robert Zemeckis",115,"Robin Wright","Anthony Hopkins","Sebastian Roché","English",82161969,1.5e+08,3000,"USA",6.3,"creature|demon|king|reward|warrior","Action","Adventure","Animation",-67838031,-45.225354
"Kung Fu Panda 3 ","Alessandro Carloni",95,"J.K. Simmons","Angelina Jolie Pitt","Wayne Knight","English",143523463,1.45e+08,24000,"USA",7.2,"china|kung fu|panda|pig|village","Action","Adventure","Animation",-1476537,-1.01830137931034
"Mission: Impossible - Ghost Protocol ","Brad Bird",133,"Tom Cruise","Jeremy Renner","Michael Nyqvist","English",209364921,1.45e+08,35000,"USA",7.4,"dubai|kremlin|race against time|russian|terrorist","Action","Adventure","Thriller",64364921,44.3896006896552
"Rise of the Guardians ","Peter Ramsey",97,"Hugh Jackman","Kamil McFadden","Khamani Griffin","English",103400692,1.45e+08,25000,"USA",7.3,"belief|box office hit|children|new york city|tooth","Adventure","Animation","Family",-41599308,-28.6891779310345
"Fun with Dick and Jane ","Dean Parisot",90,"John Michael Higgins","Richard Burgi","David Herman","English",110332737,1e+08,2000,"USA",6.1,"animal abuse|ceo|heist|suburb|unemployment","Comedy","Crime",NA,10332737,10.332737
"The Last Samurai ","Edward Zwick",154,"Tom Cruise","Tony Goldwyn","Chad Lindberg","English",111110575,1.4e+08,0,"USA",7.7,"captain|emperor|honor|japan|samurai","Action","Drama","History",-28889425,-20.6353035714286
"Exodus: Gods and Kings ","Ridley Scott",150,"Christian Bale","María Valverde","Ben Mendelsohn","English",65007045,1.4e+08,51000,"UK",6.1,"egypt|exodus|moses|pharaoh|plague","Action","Adventure","Drama",-74992955,-53.5663964285714
"Star Trek ","J.J. Abrams",127,"Chris Hemsworth","Leonard Nimoy","Bruce Greenwood","English",257704099,1.5e+08,19000,"USA",8,"box office hit|future|lifted by the throat|star trek|vulcan","Action","Adventure","Sci-Fi",107704099,71.8027326666667
"Spider-Man ","Sam Raimi",121,"J.K. Simmons","James Franco","Kirsten Dunst","English",403706375,1.39e+08,5000,"USA",7.3,"evil|goblin|spider|spider man|superhero","Action","Adventure","Fantasy",264706375,190.436241007194
"How to Train Your Dragon 2 ","Dean DeBlois",102,"Gerard Butler","Djimon Hounsou","America Ferrera","English",176997107,1.45e+08,46000,"USA",7.9,"dragon|father son relationship|husband wife relationship|mother son relationship|viking","Action","Adventure","Animation",31997107,22.0669703448276
"Gods of Egypt ","Alex Proyas",126,"Gerard Butler","Elodie Yung","Bryan Brown","English",31141074,1.4e+08,24000,"USA",5.5,"ancient egypt|egypt|egyptian|egyptian god|egyptian goddess","Action","Adventure","Fantasy",-108858926,-77.7563757142857
"Stealth ","Rob Cohen",121,"Sam Shepard","Joe Morton","Richard Roxburgh","English",31704416,1.35e+08,0,"USA",5,"artificial intelligence|box office flop|fighter jet|navy|pilot","Action","Adventure","Sci-Fi",-103295584,-76.5152474074074
"Watchmen ","Zack Snyder",215,"Matt Frewer","Billy Crudup","Stephen McHattie","English",107503316,1.3e+08,18000,"USA",7.7,"conspiracy|cynicism|false promise of the american dream|male full frontal nudity|male nudity","Action","Drama","Mystery",-22496684,-17.3051415384615
"Lethal Weapon 4 ","Richard Donner",127,"Jet Li","Rene Russo","Darlene Love","English",129734803,1.4e+08,0,"USA",6.6,"kung fu|lapd|martial arts|private investigator|triad","Action","Crime","Thriller",-10265197,-7.33228357142857
"Hulk ","Ang Lee",138,"Kevin Rankin","Regi Davis","Celia Weston","English",132122995,1.37e+08,0,"USA",5.7,"1980s|c 130 hercules|monster|panzer|san francisco california","Action","Sci-Fi",NA,-4877005,-3.55985766423358
"G.I. Joe: Retaliation ","Jon M. Chu",122,"Channing Tatum","Dwayne Johnson","Elodie Yung","English",122512052,1.3e+08,42000,"USA",5.8,"general|gi joe|martial arts|ninja|president","Action","Adventure","Sci-Fi",-7487948,-5.75996
"Sahara ","Breck Eisner",124,"Matthew McConaughey","Rainn Wilson","Delroy Lindo","English",68642452,1.3e+08,0,"UK",6,"beach|civil war|desert|dictator|ship","Action","Adventure","Comedy",-61357548,-47.1981138461538
"Final Fantasy: The Spirits Within ","Hironobu Sakaguchi",106,"Steve Buscemi","Ming-Na Wen","Jean Simmons","English",32131830,1.37e+08,0,"USA",6.4,"general|military|scientist|soldier|year 2065","Action","Adventure","Animation",-104868170,-76.5461094890511
"Captain America: The First Avenger ","Joe Johnston",124,"Chris Evans","Dominic Cooper","Hayley Atwell","English",176636816,1.4e+08,46000,"USA",6.9,"arctic|captain america|scientist|tesseract|war bond","Action","Adventure","Sci-Fi",36636816,26.1691542857143
"The World Is Not Enough ","Michael Apted",128,"Colin Salmon","Maria Grazia Cucinotta","Desmond Llewelyn","English",126930660,1.35e+08,2000,"UK",6.4,"british|oil|scientist|terrorist|tycoon","Action","Adventure","Thriller",-8069340,-5.97728888888889
"Master and Commander: The Far Side of the World ","Peter Weir",138,"James D'Arcy","Lee Ingleby","David Threlfall","English",93926386,1.5e+08,0,"USA",7.4,"1800s|napoleonic wars|pursuit|royal navy|ship","Action","Adventure","Drama",-56073614,-37.3824093333333
"The Twilight Saga: Breaking Dawn - Part 2 ","Bill Condon",115,"Robert Pattinson","Kristen Stewart","Taylor Lautner","English",292298923,1.2e+08,65000,"USA",5.5,"battle|friend|super strength|vampire|vision","Adventure","Drama","Fantasy",172298923,143.582435833333
"Happy Feet 2 ","George Miller",100,"Robin Williams","Brad Pitt","Common","English",63992328,1.35e+08,0,"Australia",5.9,"3d|antarctica|krill|penguin|sequel","Animation","Comedy","Family",-71007672,-52.5982755555556
"The Incredible Hulk ","Louis Leterrier",135,"Ty Burrell","Peter Mensah","William Hurt","English",134518390,1.5e+08,0,"USA",6.8,"antidote|cure|hulk|marvel cinematic universe|opening action scene","Action","Adventure","Sci-Fi",-15481610,-10.3210733333333
"Miami Vice ",NA,60,"Don Johnson","Philip Michael Thomas","John Diehl","English",25517500,1500000,0,"USA",7.5,"cult tv|detective|drugs|police|undercover","Action","Crime","Drama",24017500,1601.16666666667
"The BFG ","Steven Spielberg",117,"Mark Rylance","Penelope Wilton","Rafe Spall","English",52792307,1.4e+08,27000,"UK",6.8,"cannibal|evil brother|giant|london england|queen","Adventure","Family","Fantasy",-87207693,-62.2912092857143
"The Revenant ","Alejandro G. Iñárritu",156,"Leonardo DiCaprio","Tom Hardy","Lukas Haas","English",183635922,1.35e+08,190000,"USA",8.1,"bear attack|cauterizing a wound|native american|revenge|survival","Adventure","Drama","Thriller",48635922,36.0266088888889
"Turbo ","David Soren",96,"Ryan Reynolds","Snoop Dogg","Ben Schwartz","English",83024900,1.35e+08,13000,"USA",6.5,"accident|freak accident|race|snail|underdog","Adventure","Animation","Comedy",-51975100,-38.5000740740741
"Rango ","Gore Verbinski",107,"Johnny Depp","Ray Winstone","Stephen Root","English",123207194,1.35e+08,26000,"USA",7.2,"chameleon|lizard|sheriff|water|western town","Adventure","Animation","Comedy",-11792806,-8.73541185185185
"Penguins of Madagascar ","Eric Darnell",92,"Benedict Cumberbatch","Annet Mahendru","Andy Richter","English",83348920,1.32e+08,11000,"USA",6.7,"little girl|park|spy|statue of liberty|television van","Adventure","Animation","Comedy",-48651080,-36.8568787878788
"The Bourne Ultimatum ","Paul Greengrass",115,"Matt Damon","Edgar Ramírez","Albert Finney","English",227137090,1.1e+08,0,"USA",8.1,"action hero|cia|dark past|flashback|memory","Action","Mystery","Thriller",117137090,106.488263636364
"Kung Fu Panda ","Mark Osborne",92,"Angelina Jolie Pitt","Wayne Knight","Dan Fogler","English",215395021,1.3e+08,6000,"USA",7.6,"kung fu|kung fu master|master|panda|snow leopard","Action","Adventure","Animation",85395021,65.6884776923077
